userName,content,score,at,appVersion
Ema Rismawati,Kalo untuk gojek sama food ok tp klo untuk gocar udh berapa x order susah bgt gk ada driver yg terima  lebih dr stngh jam gk ada yg accept jadinya beralih ke yg lain tolong dong diperbaiki,3,2024-01-21 09:58:51,4.81.1
Anoy ying,Selalu mantab,5,2024-01-19 07:01:10,4.81.1
winda chrisnawati,Gimana mau pesan kalau gak muncul menunya dan ini selalu begini,2,2024-01-21 08:24:06,4.81.1
Deni Kartubi,Lebih sangat membantu dan mengejar waktu,5,2024-01-21 08:08:53,4.81.1
Anisa Oka,Hari ini kirim dokumen ke customer lewat gosend niatnya biar cepet dari BSD ke Jakarta  tapi udah 3 jam driver posisinya gak gerak di chat ceklis satu dicall nggak bisa udah komplain tp nunggu 3 hari kerja ya gimana gitu loh,1,2024-01-19 08:17:22,4.81.1
Benny Tinambunan,Ok bgt,5,2024-01-21 07:34:04,4.81.1
ary fibrian,Lumayan membantu klo hari minggu lancar,5,2024-01-21 06:10:29,4.81.1
CCTV Priyana,Bingung sama gojek ini aplikasi abal tanpa sebab gopaylater saya kok diblok,1,2024-01-21 06:29:51,4.81.1
Yusnia Salsa,sejauh ini bagus2 aja semoga kedepannya juga bagus dan tidak mengecewakan,5,2024-01-21 06:51:55,4.81.1
Dimas Andhika,lebih ditingkatkan lagi pada pembayaran melalui gopay di otomatiskan gopay ya gopay tunai ya tunai,3,2024-01-21 06:57:26,4.81.1
Riska Aprilia,Mantapp,5,2024-01-21 06:57:51,4.81.1
Suryani,Aplikasi ga bisa dibukagmn cara bayar tagihan nya inibatas waktu pembayaran sudah lewat karena aplikasi gojek ga bisa dibukatolong kirim tagihan gopay latter saya lewat email jangan nomer aduan terus jawaban nya,1,2024-01-19 09:30:53,4.81.1
Zahrah Nur,Pesanan sengaja dilamalamain,1,2024-01-21 07:09:10,4.81.1
Arief Prataya,Sangat membantu,5,2024-01-19 09:29:54,4.81.1
sri indrayani25,Sangat membantu dan memberikan pelayanan yang terbaik,5,2024-01-19 08:19:56,4.81.1
Steep Xlix,bagus,5,2024-01-21 07:41:21,4.81.1
odo ronodo,Keliatannya gojek sdh tdk orderan yg masuk ke akun saya Layak tak offline permanent,1,2024-01-19 09:11:53,4.81.1
Eko Soekarno,Sangat memudahkan,5,2024-01-19 09:02:20,4.81.1
MAS ADITYA 86,Sopir go jek nya gk baik,5,2024-01-19 08:57:25,4.81.1
TTK Rika Khoiriya Rahma,Lebih bagus yang dulu padahal sekarang kalau pesen gofood bisa sampe 1 jaman lebih,1,2024-01-21 07:52:37,4.81.1
Moh Ema,Gk bisa dibuka sampah,5,2024-01-19 08:52:01,4.81.1
My Dentist Gading,Mantap belum pernah ada masalah selama pakai layanan ini Semoga memang tidak ada sih,5,2024-01-19 08:42:54,4.81.1
SELA GABRIELA,Layanan customer service sulit dan tidak ada respon,1,2024-01-21 04:14:14,4.81.1
Suhandi Andi,Semakin kesini semakin tidak jelasini bukan memperbaiki sistemini marusak sistem dulu gk pernah ada kendala sistemgojek mulai rusak dari tahun 2018sampai sekarang tambah ancurudah pada gk jelas gojek sekarang,5,2024-01-19 11:58:00,4.81.1
Sary Joe,Mantap,5,2024-01-21 04:01:22,4.81.1
nawawi baktiya,Jangan pernah pakai aplikasi ini unt jumlah uang yang banyak Akun saya dibajak orang karena sistem keamanannya yang lemah Cs nya langsung konfirmasi saat ada orang lain yang minta untuk pergantian nomor uangnya sih gak hilang masih ada disaldo Gojec dg kondisi terblokir Kita coba kirim laporan melalui emai dan pusat bantuan renspon nya cepat langsung di telpon tapi gak pernah ada solusi Benar2 tidak profesional Kita telpon Cs habisin uang ratusan ribu tp cuma konfirmasi aja ,1,2024-01-19 12:03:31,4.81.1
Mei lia,aplikasi sangat bagus dan membantusukses untuk gojek,5,2024-01-20 22:55:32,4.81.1
Irham Dj,Baik mudah dan simple enak bget tingal pesan aja mau mtr mbil atau mau mkanan apa ngrim brang pket jdi mudah,5,2024-01-20 23:01:09,4.81.1
Ichsan J Cole,Makin kesini makin buruk aje jek,1,2024-01-19 15:20:48,4.81.1
Baliya Afzam,Poor,3,2024-01-19 15:17:13,4.81.1
ARIEF MUHARIYONO,Sangat membantu,5,2024-01-20 23:45:20,4.81.1
Akang Berod,Bangga dengan prodak dalam negri,5,2024-01-19 15:03:30,4.81.1
Tri Ariyanto hadi saputro,Bagus,5,2024-01-20 23:51:45,4.81.1
asep ridwan,Nah gtu dong bisa di pake paylater nyatpi harus k Tokopedia dlu baru bisaduh,3,2024-01-19 14:44:22,4.81.1
Gabe Boy,driver  ya bagus dan sopan good job ,5,2024-01-19 14:38:54,4.81.1
Wawan Ridwan,Mantap,5,2024-01-19 14:34:54,4.81.1
Noviana Anita Kallu,Gojeknya sangat bagus di gunakan Sangat membantu sekali ,5,2024-01-19 14:29:29,4.81.1
Agus Riadi,Good,5,2024-01-11 10:45:21,4.81.1
Sumar Woto,Sangat membantu akses kemana mana jadi mudah,5,2024-01-19 13:58:37,4.81.1
Endra Adi Oktavianto,Nice,5,2024-01-21 00:19:38,4.81.1
zia lucuu,masa pacar saya gabisa pilih uk cup mixue gimana si tambahin pilihannya dong,1,2024-01-19 13:57:54,4.81.1
Aditya Reinaldi,Pemakaian rutin ada tagihan paylater tepat waktu Tapi udah berapa bulan ini enggak bisa dipakai gopaylater,1,2024-01-21 00:22:20,4.81.1
danil armansyah,Siip lahh,5,2024-01-21 00:51:49,4.81.1
Fazri Syawab Zannata Adam,Terima kasih abang gojek semoga banyak orderan ya,4,2024-01-19 15:21:22,4.81.1
Syamsul Ardi,Gak Jelas XP Gw ilang,2,2024-01-19 15:26:29,4.81.1
Henni Sofiana76,Kemarin marin titik lokasinya tepateeeh sekarang sekarang bisa beda kata drivernya sudah di titik lokasi sedangkan dengan posisi saya jauhcoba diperbaiki lagi jadi ga bikin susah penumpangnya iya kalau ga buru buru pas harus ngejar waktu jadi telat karena kebanyakan ngasih tau titik lokasi yg tepatnya dimana,2,2024-01-19 15:30:54,4.81.1
Rapie Darwis,Terimakasih,4,2024-01-20 21:22:57,4.81.1
Mama Papa,Sangat puas,5,2024-01-20 19:16:32,4.81.1
ary murwanto,God job,5,2024-01-19 16:40:45,4.81.1
Adi Rahmat,Utk Gofood hrs lebih baik lagi ,3,2024-01-19 16:36:27,4.81.1
Gun's Vandemir,sangat membantu,5,2024-01-19 16:27:07,4.81.1
Rany Faneza,Gojek ku gk bisa di pakeabis di hapus aplikasi ny download LG gk bisa kebuka,5,2024-01-20 20:14:25,4.81.1
Lo Hwa po,Saya pelanggan lama dari bulan lalu paylater diblokir padahal selalu ontime bayar dan katanya ada aktivitas mencurigakan sistemnya error kagak si Tolong admin segera dipulihkanmakasih,5,2024-01-20 20:33:07,4.81.1
Udin Kar,Udah instal ga bisa di gunakan,1,2024-01-20 21:08:20,4.81.1
Dimas Pangestu,Bagus,5,2024-01-19 16:25:47,4.81.1
fdian .T,Tolong fitur mode gellap dong di upgrade,5,2024-01-19 15:35:00,4.81.1
Nitz Widy,Ok,5,2024-01-19 16:14:07,4.81.1
ikhsan daeng,Terus ber inovasi lagi yg lebih baik,5,2024-01-20 22:38:55,4.81.1
Uwais Qurni,Mantep,5,2024-01-19 16:10:51,4.81.1
Anjaya Anjaya,Semoga gojek semangkin jaya,5,2024-01-19 16:05:48,4.81.1
diah ayuoktaviani,Semakin banyak promonyaa tiap hari ,5,2024-01-19 15:57:31,4.81.1
Rendy Ardyanto,Gojek mau bangkrut,1,2024-01-19 15:53:06,4.81.1
nuraisha aish,Ok,5,2024-01-19 15:38:00,4.81.1
Marwan Misno,Bagus,5,2024-01-21 00:59:35,4.81.1
Rifo,Sehabis update aplikasi jd lama banget buka2 menu di resto,1,2024-01-19 13:40:10,4.81.1
watikyakult 35,ok,5,2024-01-21 01:19:39,4.81.1
aroby pujadi,aplikasi ini sangat membantu sekali,5,2024-01-19 12:16:22,4.81.1
Digital Mobile,ok,5,2024-01-19 12:29:43,4.81.1
Nastain Nabila,Jelek,1,2024-01-21 03:27:45,4.81.1
Ming Ming,Sekarang lebih parah tidak bisa menggunakan paylater untuk pembayaran qris di outlet2,2,2024-01-21 03:35:43,4.81.1
Basuni Ahmad,Ok,5,2024-01-19 12:27:39,4.81.1
amrizallao Khonglao,Bagus,5,2024-01-19 12:19:05,4.81.1
Septiawan Maulana,Aplikasi gak menolong dan gak membantu untuk sekarang,1,2024-01-21 03:37:24,4.81.1
ponco winatan,Keren,5,2024-01-21 03:45:28,4.81.1
Yusepin Tuwan,Sejauh ini pelayanannya lumayan bagus Kalau bisa lbh semakin ditingkatkan agar semakin baik di mata para konsumen,4,2024-01-21 03:50:04,4.81.1
Amonraa 27,Susah digunakan udah sering eror ongkirnya mahal lg saatnya ganti grab,1,2024-01-21 03:21:15,4.81.1
Yeni Maria,Saya pelanggan setia gojegko ada menu gopay pinjam dan gopay paylater tapi ga guna banget ga bisa di pakaibuat apalama2 dtggalin juga cari aplikasi Laen,1,2024-01-19 12:13:27,4.81.1
Fatah Fikri,Kapan gopaylater saya diaktifkan lagi saya sudah bertransaksi terus pake gopay tp kog masih dibekukan saja,2,2024-01-21 03:52:03,4.81.1
Umar Supriatna,Senang sekali,5,2024-01-21 03:55:49,4.81.1
Raden Susilo,Ok banget,5,2024-01-21 03:56:15,4.81.1
andy suwartono,Gojek sekarang banyak kendala gopaylater tdk bisa untuk pembayaran,5,2024-01-21 04:01:15,4.81.1
Ari Sundari,Membantu sekali,5,2024-01-19 12:10:39,4.81.1
Dwi Wiratno,Makin buruk aplikasi nya setelah migrasisaldo biasa ada  saldo gopay later ada pas coba dipakai tidak bisa selalu jaringan yang dibilang error makin parah layananya,1,2024-01-19 12:07:34,4.81.1
Rusdi Nukman,Aplikasi nya bagus  wajib di coba cocok buat kaum mager cuman mesen bayar terus tinggal ambil dah pesanan nya sekian terima gaji ,4,2024-01-19 12:38:16,4.81.1
Bona Lumbantoruan,Bagus sekali,5,2024-01-19 12:42:48,4.81.1
AkhdanDeshwan,Mantap menn lancar tanpa ada hambatan,5,2024-01-19 13:37:09,4.81.1
Desi Resnidar,Good goodgood,5,2024-01-21 02:09:27,4.81.1
Okta Vianus,nyaman,5,2024-01-21 01:32:50,4.81.1
Yongkers Yongkers,Ok,3,2024-01-19 13:28:42,4.81.1
KIEZAN OC,Trimakasih pelayanan nya baik,5,2024-01-21 01:36:27,4.81.1
Siti Nurlela,Dr RS mau pulang k rmh krna bawa anak kecil n hujan jg akhir y pesan gocar Stlh sekian lama menunggu dpt lah driver y 6 menit k titik penjemputan Udh ditunggu lama kok mkin jauh malah 8 menit Dah gitu posisi driver gak berubah D chat gak d bls akhirnya ku batalkan pesanan Saran aja sih klo emang driver gak mau nerima orderan jgn diaktifin dong aplikasi y buang2 wktu udh nunggu lama Kondisi bawa anak yg lg skt hujan jg,3,2024-01-19 13:11:04,4.81.1
Oel Nejhi,Lemot saiki,4,2024-01-19 13:08:46,4.81.1
Rustam Gozali,Sayang nya Semakin kesini semakin mahal ongkosnya,5,2024-01-21 01:47:43,4.81.1
Asep Reggido,bintang yg bicara ,5,2024-01-19 13:06:28,4.81.1
Rina Tanjung,Kok loding trus tiap bula aplikasi nyaaaaa,3,2024-01-19 13:02:09,4.81.1
Topik Yusuf,penjemputan tepatarmada bagus wangi,5,2024-01-21 03:19:12,4.81.1
arif 2810,saat mencari driver lamaa hujan dikit ga ada yang mau ambil lawak lawakk,2,2024-01-19 12:56:34,4.81.1
Aries Yudha,Pertama kali pakai goCar ketik alamat sudah sesuai tiba tiba lihat alamat salah mau diedit bisa katanya setelah ketemu driver begitu ketemu edit alamat lgs naik3 kali lipat Dibatalin ga bisa driver nawarin nego Pantesanharga saham lu ancur Licik banget caranya Kapok deh  kapokkk gua dikadalin,1,2024-01-21 02:22:19,4.81.1
Nenek Adong,Nice,5,2024-01-21 02:31:19,4.81.1
Adres Veronika Snae,Terbaik terima kasih sdh berkontribusi utk mempermudah saya dalam mengakses semua kebutuhan saya,5,2024-01-21 02:32:26,4.81.1
Lelaa Dhoangk,Bagus,2,2024-01-21 02:32:27,4.81.1
ahui ahui,Setelah update 2 x terakhir aplikasi menjadi sangat berat dan susah dibuka saat jaringan agak lambat beda dengan sebelumnya yg lebih ringan gampang dibuka,3,2024-01-21 02:43:04,4.81.1
Turus Ady,Good aplikasi,5,2024-01-11 11:31:17,4.81.1
Kasran Sarkawi,Makin kesini aplikasi GoJek makin tidak jelas begitu banyak driver disekitar Tapi yg dpilih driver dengan jarak yg begitu jauh tolong diperhatikan dan diperbaiki Apakah GoJek sengaja membuat customer menunggu begitu lama,1,2024-01-20 05:47:06,4.81.1
Rian Anto,Ok,5,2024-01-17 11:06:16,4.81.1
YDZ Channel,Aplikasi udah mulai ga jelas belanja gofood jadi makin mahal udah gitu gopaylater tiba di blokir padahal saya ga pernah telat bayar ,1,2024-01-19 00:16:58,4.81.1
Propes Marilyn,Drivernya suka minta customer cancel alasannya kejauhan Kemudian kalo dapat order driver lama bergerak kemungkinan ketiduran chat call selow respon,3,2024-01-16 12:58:07,4.81.1
Viky Rich,Good,5,2024-01-16 12:53:57,4.81.1
Ardiyansah,Lama banget lokasi cuma bedah 1 gang nunggunya 1 jam Mana telat lagi,1,2024-01-16 12:50:10,4.81.1
Gilang Dong !!!,Kerja bagus,5,2024-01-16 12:49:32,4.81.1
Isaura Stuff,Cool Yee semakin diupdate semakin lemot  pesanan terdekat menunggu sampe setengah jam,5,2024-01-16 12:43:45,4.81.1
boediyarti arti,Gofood naik harga makanannya naikmending beli langsung,1,2024-01-16 12:39:10,4.81.1
Alfarizi Al-hakim,Pokok rekom karena memudahkan segalanya,5,2024-01-16 12:33:20,4.81.1
Stanley Suharsono,Recommended aplikasi Gojek ditambahkan konten bonusnya terimakasih sukses selalu dan barokah,5,2024-01-16 12:28:36,4.81.1
Yustika Ramadhani putri,Mantappp,5,2024-01-16 12:24:58,4.81.1
Haerudin furkon,Aplikasi sangat berguna ketika melakukan perjalanan,5,2024-01-16 12:23:19,4.81.1
Dicky Rendra,Nice application for pick up passengers,5,2024-01-16 12:14:52,4.81.1
Iman Pelangi,Ok,5,2024-01-16 12:14:49,4.81.1
Siti Solekhah,Penjemputan cepat,5,2024-01-16 12:12:18,4.81.1
Habsy Kun,Mantap,5,2024-01-13 08:37:03,4.81.1
Dewi Monica,Dari bintang lima kasih bintang 1 lah yaa  gk pernah telat bayar gopaylater ehh malah di blokir,1,2024-01-16 12:01:53,4.81.1
Time Channel,NGAPAIN PAKAI LEVEL SEGALA TERUS LEVEL ANGGOTA DI SURUH NGAPLO AJ,1,2024-01-16 11:53:08,4.81.1
heru Ade,Aplikasi mantap   semoga berkah,5,2024-01-16 11:49:20,4.81.1
ascha hayon,Saya setiap ingin pergi selalu saja drivernya berhenti tidak sesuai dengan mapjelas jelas titik nya masih jauh saya jadi nya jalan jauhtolong di perbaiki lagi,1,2024-01-16 12:56:56,4.81.1
Mohamad Nurul H,Kok jadi bloon aplikasinya masa gabisa upload invoice dari gallery jadi nyusahin drivernya kasian woy,2,2024-01-16 13:02:23,4.81.1
Aris Nursaid,Siip,5,2024-01-16 15:05:06,4.81.1
RAHMAT HIDAYAT,aplikasi kocak aku ketik pencarian stasiun Arjawinangun malah arahnya ke eks stasiun kaliwedi dikira mau ujinyali apa ya ke bangunan tua,1,2024-01-16 13:10:37,4.81.1
Aqla Mandiri,Mantap sekali,4,2024-01-13 06:02:17,4.81.1
Taufiq Nurahman,bgusss sering dpet promoo tingkatkan terus,5,2024-01-13 06:23:50,4.81.1
Siti Masitoh,sangat baik,5,2024-01-16 14:39:20,4.81.1
Hastomo arbi,Kenapa gopaylater saya diblokir,5,2024-01-16 14:30:24,4.81.1
Mengandung Faedah,Lumyan,5,2024-01-16 14:29:15,4.81.1
nailul fauziah,bagus memudahkan sekali,5,2024-01-16 14:27:31,4.81.1
I Nengah Arsana,Saya selaku draver senang pas dapat orderan dan banyak membantu perekonomian banyak orang tks aplikasi gojek and gopatner,5,2024-01-16 14:25:15,4.81.1
Ilham Hidayat,apk sampahhhhhhhhh gara2 pesen gocar terus posisi gocarnya jauh mintak di cancel  okeh saya cancel ehhh ternyata saldonya juga di ambil sama pihak gojeknya,1,2024-01-16 14:23:15,4.81.1
Rizki Adiputra,Mantap,5,2024-01-13 06:41:06,4.81.1
Eka Adnyani,Aplikasi sering tidak respon kadang driver chat dan telpon tdk tersambung,3,2024-01-13 06:45:39,4.81.1
Lissa Yoesfianda,Selalu cepat n memudahkan,5,2024-01-16 14:11:04,4.81.1
Ms Kurniasari,Setelah diperbaharui maps malah gak akurat ,2,2024-01-16 13:52:44,4.81.1
Prahara Tika Randamaru,Mantap,5,2024-01-16 13:52:07,4.81.1
Dedi Arisandi,Voucher Diskon nya mana,5,2024-01-16 13:44:56,4.81.1
Ahmad Riskiharahap,Gojek bagus kalo bisa ongkir gofod di murahkan banyakin promo selebih nya bagus,5,2024-01-16 13:36:05,4.81.1
Tukang Bakso Keliling,Oke,5,2024-01-16 13:22:39,4.81.1
Johanna Patricia Natalia Sianturi,Cepat dan tepat,5,2024-01-16 11:43:59,4.81.1
sumi iyah,Ok,5,2024-01-16 11:41:38,4.81.1
Umi Kalsum,Aplikasinya oke banget semua urusan jd lancar,5,2024-01-16 11:40:25,4.81.1
wayan suma,Tingkatkan pelayanan dan mudahkan dalam bertransaksi,5,2024-01-16 11:40:18,4.81.1
Hidayah Prayoga,Semua layanan menurut saya bagus hanya saja kenapa dari beberapa bulan lalu saat mengajukan gopay pinjam tidak ada informasi yg masuk apakah saya bisa mengajukan pinjaman apa tidak Selalu saja suruh menunggu padahal sudah lama sekali saya mengajukan nya payah,2,2024-01-13 10:40:42,4.81.1
Afrizal Zal,Ok bagus sekali aplikasinya,5,2024-01-13 10:54:20,4.81.1
Josephine Krisna,1 Orang yang sign up harus dan wajib verifikasi data dengan KTP Paspor Kartu identitas anak Lalu jangan sampai username seenaknya digonta ganti karena rawan dimanfaatkan order fiktif makanan atau kirim go send yang aneh2 2 Kenapa kalau kita yang cancel order berimbas ke ojolnya juga Padahal customer yg minta cancel Misalnya tiba2 dijemput keluarga Itu kudu dievaluasi banget 3 Sering loading lama untk dapetin driver gocar 4 Sering dapet driver yg jauh Kasiannn buang bensin,5,2024-01-16 09:36:25,4.81.1
Albertus handoko s,Diandalkan,5,2024-01-16 09:35:28,4.81.1
Irvan Suhendra,prasaan gofood goride lebih mahal dari grab,1,2024-01-16 09:30:14,4.81.1
Firman Lala,Aplikasi yang sangat berguna saya kalo mau makan tapi udah jam 1 malam terus saya pesen di gofood pokoknya de best,5,2024-01-16 09:29:32,4.81.1
Roselina Tambunan,Driver dan Perlengkapan seperti Helm lebih baik dan Bersih,5,2024-01-16 09:25:18,4.81.1
Manc BiGl,Dulu banyak banget transaksi di gopay pake payletter eh pas ganti hp dan nomer malah hilang paylatter nya Biarpun limitnya cuma 400rb tapi berguna juga sii ,5,2024-01-16 09:15:51,4.81.1
abdul aziz,untung ada gojek nggak macetbecek,5,2024-01-16 09:11:44,4.81.1
Khaylilah Lilah,Padahal selalu bayar tagihan tepat waktu tiba tiba gak npernah telat selalu di lunasi di awal eh masa gonpaylater di blokir Sama gonpinjam ada ada aja,1,2024-01-16 09:09:15,4.81.1
Ranti Mardiana,Pesanan gk bisa dibatalkan,3,2024-01-16 09:04:43,4.81.1
ahyuni awing,Diupdate malah jadi aplikasi sampah  heran harus nya klo update tambah bagus bukan tambah buruk,1,2024-01-16 09:00:22,4.81.1
Albertus A W P,one stop service,5,2024-01-16 08:46:27,4.81.1
D. Herm,Good job,5,2024-01-16 08:37:43,4.81.1
Anik Mustaqim,gojek sangat membantu,5,2024-01-16 08:30:35,4.81.1
Tina Syaf,Sekarang gojek payah masak gak ada angin gak ada badai gopaylatter di blokir Bayar gak pernah telat tiba tiba gak bisa dipake lg gopay nya Sumpah Demi apa coba aplikasi aneh,5,2024-01-16 08:29:34,4.81.1
Edi Sisnanto,Gojek emang oke,5,2024-01-16 08:25:22,4.81.1
Destra Maulana,Oke better,4,2024-01-16 09:56:20,4.81.1
April Claudius,pokoe the best lah,5,2024-01-16 10:12:17,4.81.1
kopi dan kopi dan,Aplikasi ini bagus,5,2024-01-16 10:28:16,4.81.1
Muhamaad Iqbal,Enga rekomendasi banget gojek  Mesen foods yg expers 30 menit sampe nyari driver Bae 10 menit lebih  Kecewa lah,1,2024-01-16 11:05:19,4.81.1
Randi Anto,Semua jadi mudah dengan gojek,5,2024-01-16 11:38:22,4.81.1
Poniti Lampung,Di sarankan untuk harga jangan terlalu mahalAmat yah terimakasih,5,2024-01-16 11:34:36,4.81.1
Yufo babollah,So fat soo good,5,2024-01-16 11:28:37,4.81.1
gre,Pengalaman dgn gopay sgt buruk srg sekali error pdhl app sllu update Tiap transaksi dgn qris pasti di app tertulis tdk ada koneksi inet sampai 3x isi pin ttp sama Sdh kejadian tiba2 gopay terbayar pdhl transaksi trtls tdk bisa proses krn inet buruk jd hrs repot berurusan ke tenant utk pengembalian dana yg untungnya tdk besar tp bisa utk beli 1 porsi baru Kejadian mirip di hp ortu jg Ketika coba payment qris dgn aplikasi sllu lancar makanya jrg pakai app ini skrg hati2 yg pakai qris ini,1,2024-01-13 09:37:47,4.81.1
Delly Thea,Lumayan,4,2024-01-16 11:13:53,4.81.1
Tri Murni,Enak dan mantab terasa daging sapi murni,5,2024-01-16 11:13:13,4.81.1
Kiky Amelia86,membuat segalanya menjadi mudah,5,2024-01-16 11:07:34,4.81.1
Acep Acep,Lumyan,5,2024-01-16 11:00:55,4.81.1
Nabil auliya Auliya,Lebih mantap kalo banyak promo hehe,4,2024-01-13 10:11:53,4.81.1
shasha Bf,JoSss,5,2024-01-13 09:53:44,4.81.1
Iskandar Alim,Banyak membantu hidup dan hidup membantu,5,2024-01-16 10:59:30,4.81.1
Anwar Mursadat,Sukses dan kaya selalu PT gojek indonesia karya anak bangsa,5,2024-01-16 10:58:33,4.81.1
Nia kania Dewi,Ini bagaimana ya setelah di update kok tagihan saya sangat besar Tidak sesuai dengan nilai tagihan yang saya pakai Limit 1500000 tapi tagihan 2297755 sedangkan setiap bulan saya selalu bayar ini BAGAIMANA,1,2024-01-16 10:54:15,4.81.1
Adi Wijaya,Cakep nih yg bikin apl nyasudah berhasil membuat driver stressbingungdan nahan lapar nunggu orderan,5,2024-01-16 10:48:33,4.81.1
Rachmat Supriyanto,mantap,5,2024-01-13 10:05:31,4.81.1
Intan MEA,Menyenangkan banyak promo,5,2024-01-16 10:40:40,4.81.1
Junaidi Bonett,Ruwetttttt,1,2024-01-16 15:03:14,4.81.1
najma. rusyady,Kala banyak diskonnya yang gak perlu syarat,5,2024-01-16 15:24:16,4.81.1
Arie Hidayat,Mau gofood aja harus nunngu 30 menit  1 jam lamanyaa posisi Drive juga ketauan ada dimana Udah pake aplikasi gojek dari 2018 tapi makin kesini makin kesana Tolong segera diperbaiki,5,2024-01-16 08:14:26,4.81.1
Santi Santi,Luar biasa sangat memudahkan dan sangat ekonomis,5,2024-01-17 04:04:48,4.81.1
melody gamers,Mantap,5,2024-01-17 03:50:16,4.81.1
septian viery,Good,5,2024-01-17 03:40:55,4.81.1
Dian Syahri,Ok,5,2024-01-17 03:35:25,4.81.1
Riva Noor,Mantabb,5,2024-01-17 03:34:09,4.81.1
Lah Mudin21,Mantap,5,2024-01-17 03:33:35,4.81.1
Keysya Reswara,Amanah,5,2024-01-17 03:31:09,4.81.1
Niluh Ayu Nur Fitriah,Sudah tidak diragukan lagi aplikasi sangat membantu dan semakin banyak fitur baru yang kerenkeren Driver cepat didapat dan pengantaran sesuai estimasi waktu,5,2024-01-17 03:30:20,4.81.1
Alexander Kusuma,Luar biasa Muahalll Masak beli bubur harga 18 rb dekat rumah ongkirnye 16 rb  biaya aplikasi 3 rb  biaya siluman lain seribu Aplikasi pencekik anak bangsa Pantas aja sahamnya jeblok terus sejak buka Mending kalo pesen makanan ke GRAB aja Ongkir masuk akal hsrgs makanan jg masuk akal,3,2024-01-17 03:27:04,4.81.1
